Case	f0	q	M_tot	chi1	chi2	theta1	phi1	theta2	phi2	f_peak
735	35.	0.25	37.5	0.8	0.8	2.018628723723829	0	2.018628723723829	5.497787143782138	267.9174641726505
736	35.	0.25	37.5	0.8	0.8	2.018628723723829	0	2.018628723723829	6.283185307179586	267.9174641726505
737	35.	0.25	37.5	0.8	0.8	2.018628723723829	0	2.6179938779914944	0.7853981633974483	266.2247042401821
738	35.	0.25	37.5	0.8	0.8	2.018628723723829	0	2.6179938779914944	1.5707963267948966	266.2247042401821
739	35.	0.25	37.5	0.8	0.8	2.018628723723829	0	2.6179938779914944	2.356194490192345	266.2247042401821
740	35.	0.25	37.5	0.8	0.8	2.018628723723829	0	2.6179938779914944	3.141592653589793	266.2247042401821
741	35.	0.25	37.5	0.8	0.8	2.018628723723829	0	2.6179938779914944	3.9269908169872414	266.2247042401821
742	35.	0.25	37.5	0.8	0.8	2.018628723723829	0	2.6179938779914944	4.71238898038469	266.2247042401821
743	35.	0.25	37.5	0.8	0.8	2.018628723723829	0	2.6179938779914944	5.497787143782138	266.2247042401821
744	35.	0.25	37.5	0.8	0.8	2.018628723723829	0	2.6179938779914944	6.283185307179586	266.2247042401821
745	35.	0.25	37.5	0.8	0.8	2.018628723723829	0	3.141592653589793	0.7853981633974483	265.78803418874327
746	35.	0.25	37.5	0.8	0.8	2.018628723723829	0	3.141592653589793	1.5707963267948966	265.78803418874327
747	35.	0.25	37.5	0.8	0.8	2.018628723723829	0	3.141592653589793	2.356194490192345	265.78803418874327
748	35.	0.25	37.5	0.8	0.8	2.018628723723829	0	3.141592653589793	3.141592653589793	265.78803418874327
749	35.	0.25	37.5	0.8	0.8	2.018628723723829	0	3.141592653589793	3.9269908169872414	265.78803418874327
750	35.	0.25	37.5	0.8	0.8	2.018628723723829	0	3.141592653589793	4.71238898038469	265.78803418874327
751	35.	0.25	37.5	0.8	0.8	2.018628723723829	0	3.141592653589793	5.497787143782138	265.78803418874327
752	35.	0.25	37.5	0.8	0.8	2.018628723723829	0	3.141592653589793	6.283185307179586	265.78803418874327
753	35.	0.25	37.5	0.8	0.8	2.6179938779914944	0	0.5235987755982988	0.7853981633974483	259.8350565192982
754	35.	0.25	37.5	0.8	0.8	2.6179938779914944	0	0.5235987755982988	1.5707963267948966	259.8350565192982
755	35.	0.25	37.5	0.8	0.8	2.6179938779914944	0	0.5235987755982988	2.356194490192345	259.8350565192982
756	35.	0.25	37.5	0.8	0.8	2.6179938779914944	0	0.5235987755982988	3.141592653589793	259.8350565192982
757	35.	0.25	37.5	0.8	0.8	2.6179938779914944	0	0.5235987755982988	3.9269908169872414	259.8350565192982
758	35.	0.25	37.5	0.8	0.8	2.6179938779914944	0	0.5235987755982988	4.71238898038469	259.8350565192982
759	35.	0.25	37.5	0.8	0.8	2.6179938779914944	0	0.5235987755982988	5.497787143782138	259.8350565192982
760	35.	0.25	37.5	0.8	0.8	2.6179938779914944	0	0.5235987755982988	6.283185307179586	259.8350565192982
761	35.	0.25	37.5	0.8	0.8	2.6179938779914944	0	1.1229639298659642	0.7853981633974483	259.631253993157
762	35.	0.25	37.5	0.8	0.8	2.6179938779914944	0	1.1229639298659642	1.5707963267948966	259.631253993157
763	35.	0.25	37.5	0.8	0.8	2.6179938779914944	0	1.1229639298659642	2.356194490192345	259.631253993157
764	35.	0.25	37.5	0.8	0.8	2.6179938779914944	0	1.1229639298659642	3.141592653589793	259.631253993157
765	35.	0.25	37.5	0.8	0.8	2.6179938779914944	0	1.1229639298659642	3.9269908169872414	259.631253993157
766	35.	0.25	37.5	0.8	0.8	2.6179938779914944	0	1.1229639298659642	4.71238898038469	259.631253993157
767	35.	0.25	37.5	0.8	0.8	2.6179938779914944	0	1.1229639298659642	5.497787143782138	259.631253993157
768	35.	0.25	37.5	0.8	0.8	2.6179938779914944	0	1.1229639298659642	6.283185307179586	259.631253993157
769	35.	0.25	37.5	0.8	0.8	2.6179938779914944	0	1.5707963267948966	0.7853981633974483	255.77077453447714
770	35.	0.25	37.5	0.8	0.8	2.6179938779914944	0	1.5707963267948966	1.5707963267948966	255.77077453447714
771	35.	0.25	37.5	0.8	0.8	2.6179938779914944	0	1.5707963267948966	2.356194490192345	255.77077453447714
772	35.	0.25	37.5	0.8	0.8	2.6179938779914944	0	1.5707963267948966	3.141592653589793	255.77077453447714
773	35.	0.25	37.5	0.8	0.8	2.6179938779914944	0	1.5707963267948966	3.9269908169872414	255.77077453447714
774	35.	0.25	37.5	0.8	0.8	2.6179938779914944	0	1.5707963267948966	4.71238898038469	255.77077453447714
775	35.	0.25	37.5	0.8	0.8	2.6179938779914944	0	1.5707963267948966	5.497787143782138	255.77077453447714
776	35.	0.25	37.5	0.8	0.8	2.6179938779914944	0	1.5707963267948966	6.283185307179586	255.77077453447714
777	35.	0.25	37.5	0.8	0.8	2.6179938779914944	0	2.018628723723829	0.7853981633974483	255.15600962859386
778	35.	0.25	37.5	0.8	0.8	2.6179938779914944	0	2.018628723723829	1.5707963267948966	255.15600962859386
779	35.	0.25	37.5	0.8	0.8	2.6179938779914944	0	2.018628723723829	2.356194490192345	255.15600962859386
780	35.	0.25	37.5	0.8	0.8	2.6179938779914944	0	2.018628723723829	3.141592653589793	255.15600962859386
781	35.	0.25	37.5	0.8	0.8	2.6179938779914944	0	2.018628723723829	3.9269908169872414	255.15600962859386
782	35.	0.25	37.5	0.8	0.8	2.6179938779914944	0	2.018628723723829	4.71238898038469	255.15600962859386
783	35.	0.25	37.5	0.8	0.8	2.6179938779914944	0	2.018628723723829	5.497787143782138	255.15600962859386
784	35.	0.25	37.5	0.8	0.8	2.6179938779914944	0	2.018628723723829	6.283185307179586	255.15600962859386
785	35.	0.25	37.5	0.8	0.8	2.6179938779914944	0	2.6179938779914944	0.7853981633974483	253.85652149327026
786	35.	0.25	37.5	0.8	0.8	2.6179938779914944	0	2.6179938779914944	1.5707963267948966	253.85652149327026
787	35.	0.25	37.5	0.8	0.8	2.6179938779914944	0	2.6179938779914944	2.356194490192345	253.85652149327026
788	35.	0.25	37.5	0.8	0.8	2.6179938779914944	0	2.6179938779914944	3.141592653589793	253.85652149327026
789	35.	0.25	37.5	0.8	0.8	2.6179938779914944	0	2.6179938779914944	3.9269908169872414	253.85652149327026
790	35.	0.25	37.5	0.8	0.8	2.6179938779914944	0	2.6179938779914944	4.71238898038469	253.85652149327026
791	35.	0.25	37.5	0.8	0.8	2.6179938779914944	0	2.6179938779914944	5.497787143782138	253.85652149327026
792	35.	0.25	37.5	0.8	0.8	2.6179938779914944	0	2.6179938779914944	6.283185307179586	253.85652149327026
793	35.	0.25	37.5	0.8	0.8	2.6179938779914944	0	3.141592653589793	0.7853981633974483	254.43894920210758
794	35.	0.25	37.5	0.8	0.8	2.6179938779914944	0	3.141592653589793	1.5707963267948966	254.43894920210758
795	35.	0.25	37.5	0.8	0.8	2.6179938779914944	0	3.141592653589793	2.356194490192345	254.43894920210758
796	35.	0.25	37.5	0.8	0.8	2.6179938779914944	0	3.141592653589793	3.141592653589793	254.43894920210758
797	35.	0.25	37.5	0.8	0.8	2.6179938779914944	0	3.141592653589793	3.9269908169872414	254.43894920210758
798	35.	0.25	37.5	0.8	0.8	2.6179938779914944	0	3.141592653589793	4.71238898038469	254.43894920210758
799	35.	0.25	37.5	0.8	0.8	2.6179938779914944	0	3.141592653589793	5.497787143782138	254.43894920210758
800	35.	0.25	37.5	0.8	0.8	2.6179938779914944	0	3.141592653589793	6.283185307179586	254.43894920210758
801	35.	0.25	37.5	0.8	0.8	3.141592653589793	0	0.5235987755982988	0.7853981633974483	257.89934093653164
802	35.	0.25	37.5	0.8	0.8	3.141592653589793	0	0.5235987755982988	1.5707963267948966	257.89934093653164
803	35.	0.25	37.5	0.8	0.8	3.141592653589793	0	0.5235987755982988	2.356194490192345	257.89934093653164
804	35.	0.25	37.5	0.8	0.8	3.141592653589793	0	0.5235987755982988	3.141592653589793	257.89934093653164
805	35.	0.25	37.5	0.8	0.8	3.141592653589793	0	0.5235987755982988	3.9269908169872414	257.89934093653164
806	35.	0.25	37.5	0.8	0.8	3.141592653589793	0	0.5235987755982988	4.71238898038469	257.89934093653164
807	35.	0.25	37.5	0.8	0.8	3.141592653589793	0	0.5235987755982988	5.497787143782138	257.89934093653164
808	35.	0.25	37.5	0.8	0.8	3.141592653589793	0	0.5235987755982988	6.283185307179586	257.89934093653164
809	35.	0.25	37.5	0.8	0.8	3.141592653589793	0	1.1229639298659642	0.7853981633974483	254.54276051007054
810	35.	0.25	37.5	0.8	0.8	3.141592653589793	0	1.1229639298659642	1.5707963267948966	254.54276051007054
811	35.	0.25	37.5	0.8	0.8	3.141592653589793	0	1.1229639298659642	2.356194490192345	254.54276051007054
812	35.	0.25	37.5	0.8	0.8	3.141592653589793	0	1.1229639298659642	3.141592653589793	254.54276051007054
813	35.	0.25	37.5	0.8	0.8	3.141592653589793	0	1.1229639298659642	3.9269908169872414	254.54276051007054
814	35.	0.25	37.5	0.8	0.8	3.141592653589793	0	1.1229639298659642	4.71238898038469	254.54276051007054
815	35.	0.25	37.5	0.8	0.8	3.141592653589793	0	1.1229639298659642	5.497787143782138	254.54276051007054
816	35.	0.25	37.5	0.8	0.8	3.141592653589793	0	1.1229639298659642	6.283185307179586	254.54276051007054
817	35.	0.25	37.5	0.8	0.8	3.141592653589793	0	1.5707963267948966	0.7853981633974483	253.93977632929014
818	35.	0.25	37.5	0.8	0.8	3.141592653589793	0	1.5707963267948966	1.5707963267948966	253.93977632929014
819	35.	0.25	37.5	0.8	0.8	3.141592653589793	0	1.5707963267948966	2.356194490192345	253.93977632929014
820	35.	0.25	37.5	0.8	0.8	3.141592653589793	0	1.5707963267948966	3.141592653589793	253.93977632929014
821	35.	0.25	37.5	0.8	0.8	3.141592653589793	0	1.5707963267948966	3.9269908169872414	253.93977632929014
822	35.	0.25	37.5	0.8	0.8	3.141592653589793	0	1.5707963267948966	4.71238898038469	253.93977632929014
823	35.	0.25	37.5	0.8	0.8	3.141592653589793	0	1.5707963267948966	5.497787143782138	253.93977632929014
824	35.	0.25	37.5	0.8	0.8	3.141592653589793	0	1.5707963267948966	6.283185307179586	253.93977632929014
825	35.	0.25	37.5	0.8	0.8	3.141592653589793	0	2.018628723723829	0.7853981633974483	252.0575502371635
826	35.	0.25	37.5	0.8	0.8	3.141592653589793	0	2.018628723723829	1.5707963267948966	252.0575502371635
827	35.	0.25	37.5	0.8	0.8	3.141592653589793	0	2.018628723723829	2.356194490192345	252.0575502371635
828	35.	0.25	37.5	0.8	0.8	3.141592653589793	0	2.018628723723829	3.141592653589793	252.0575502371635
829	35.	0.25	37.5	0.8	0.8	3.141592653589793	0	2.018628723723829	3.9269908169872414	252.0575502371635
830	35.	0.25	37.5	0.8	0.8	3.141592653589793	0	2.018628723723829	4.71238898038469	252.0575502371635
831	35.	0.25	37.5	0.8	0.8	3.141592653589793	0	2.018628723723829	5.497787143782138	252.0575502371635
832	35.	0.25	37.5	0.8	0.8	3.141592653589793	0	2.018628723723829	6.283185307179586	252.0575502371635
833	35.	0.25	37.5	0.8	0.8	3.141592653589793	0	2.6179938779914944	0.7853981633974483	251.29650788151525
834	35.	0.25	37.5	0.8	0.8	3.141592653589793	0	2.6179938779914944	1.5707963267948966	251.29650788151525
835	35.	0.25	37.5	0.8	0.8	3.141592653589793	0	2.6179938779914944	2.356194490192345	251.29650788151525
836	35.	0.25	37.5	0.8	0.8	3.141592653589793	0	2.6179938779914944	3.141592653589793	251.29650788151525
837	35.	0.25	37.5	0.8	0.8	3.141592653589793	0	2.6179938779914944	3.9269908169872414	251.29650788151525
838	35.	0.25	37.5	0.8	0.8	3.141592653589793	0	2.6179938779914944	4.71238898038469	251.29650788151525
839	35.	0.25	37.5	0.8	0.8	3.141592653589793	0	2.6179938779914944	5.497787143782138	251.29650788151525
840	35.	0.25	37.5	0.8	0.8	3.141592653589793	0	2.6179938779914944	6.283185307179586	251.29650788151525
841	38.5	0.16667	37.5	0.8	0.8	0.5235987755982988	0	0.5235987755982988	0.7853981633974483	338.3509784729921
842	38.5	0.16667	37.5	0.8	0.8	0.5235987755982988	0	0.5235987755982988	1.5707963267948966	338.3509784729921
843	38.5	0.16667	37.5	0.8	0.8	0.5235987755982988	0	0.5235987755982988	2.356194490192345	338.3509784729921
844	38.5	0.16667	37.5	0.8	0.8	0.5235987755982988	0	0.5235987755982988	3.141592653589793	338.3509784729921
845	38.5	0.16667	37.5	0.8	0.8	0.5235987755982988	0	0.5235987755982988	3.9269908169872414	338.3509784729921
846	38.5	0.16667	37.5	0.8	0.8	0.5235987755982988	0	0.5235987755982988	4.71238898038469	338.3509784729921
847	38.5	0.16667	37.5	0.8	0.8	0.5235987755982988	0	0.5235987755982988	5.497787143782138	338.3509784729921
848	38.5	0.16667	37.5	0.8	0.8	0.5235987755982988	0	0.5235987755982988	6.283185307179586	338.3509784729921
849	38.5	0.16667	37.5	0.8	0.8	0.5235987755982988	0	1.1229639298659642	0.7853981633974483	342.4451068342792
850	38.5	0.16667	37.5	0.8	0.8	0.5235987755982988	0	1.1229639298659642	1.5707963267948966	342.4451068342792
851	38.5	0.16667	37.5	0.8	0.8	0.5235987755982988	0	1.1229639298659642	2.356194490192345	342.4451068342792
852	38.5	0.16667	37.5	0.8	0.8	0.5235987755982988	0	1.1229639298659642	3.141592653589793	342.4451068342792
853	38.5	0.16667	37.5	0.8	0.8	0.5235987755982988	0	1.1229639298659642	3.9269908169872414	342.4451068342792
854	38.5	0.16667	37.5	0.8	0.8	0.5235987755982988	0	1.1229639298659642	4.71238898038469	342.4451068342792
855	38.5	0.16667	37.5	0.8	0.8	0.5235987755982988	0	1.1229639298659642	5.497787143782138	342.4451068342792
856	38.5	0.16667	37.5	0.8	0.8	0.5235987755982988	0	1.1229639298659642	6.283185307179586	342.4451068342792
857	38.5	0.16667	37.5	0.8	0.8	0.5235987755982988	0	1.5707963267948966	0.7853981633974483	343.19923015326987
858	38.5	0.16667	37.5	0.8	0.8	0.5235987755982988	0	1.5707963267948966	1.5707963267948966	343.19923015326987
859	38.5	0.16667	37.5	0.8	0.8	0.5235987755982988	0	1.5707963267948966	2.356194490192345	343.19923015326987
860	38.5	0.16667	37.5	0.8	0.8	0.5235987755982988	0	1.5707963267948966	3.141592653589793	343.19923015326987
861	38.5	0.16667	37.5	0.8	0.8	0.5235987755982988	0	1.5707963267948966	3.9269908169872414	343.19923015326987
862	38.5	0.16667	37.5	0.8	0.8	0.5235987755982988	0	1.5707963267948966	4.71238898038469	343.19923015326987
863	38.5	0.16667	37.5	0.8	0.8	0.5235987755982988	0	1.5707963267948966	5.497787143782138	343.19923015326987
864	38.5	0.16667	37.5	0.8	0.8	0.5235987755982988	0	1.5707963267948966	6.283185307179586	343.19923015326987
865	38.5	0.16667	37.5	0.8	0.8	0.5235987755982988	0	2.018628723723829	0.7853981633974483	342.72562971962856
866	38.5	0.16667	37.5	0.8	0.8	0.5235987755982988	0	2.018628723723829	1.5707963267948966	342.72562971962856
867	38.5	0.16667	37.5	0.8	0.8	0.5235987755982988	0	2.018628723723829	2.356194490192345	342.72562971962856
868	38.5	0.16667	37.5	0.8	0.8	0.5235987755982988	0	2.018628723723829	3.141592653589793	342.72562971962856
869	38.5	0.16667	37.5	0.8	0.8	0.5235987755982988	0	2.018628723723829	3.9269908169872414	342.72562971962856
870	38.5	0.16667	37.5	0.8	0.8	0.5235987755982988	0	2.018628723723829	4.71238898038469	342.72562971962856
871	38.5	0.16667	37.5	0.8	0.8	0.5235987755982988	0	2.018628723723829	5.497787143782138	342.72562971962856
872	38.5	0.16667	37.5	0.8	0.8	0.5235987755982988	0	2.018628723723829	6.283185307179586	342.72562971962856
873	38.5	0.16667	37.5	0.8	0.8	0.5235987755982988	0	2.6179938779914944	0.7853981633974483	337.6018911428194
874	38.5	0.16667	37.5	0.8	0.8	0.5235987755982988	0	2.6179938779914944	1.5707963267948966	337.6018911428194
875	38.5	0.16667	37.5	0.8	0.8	0.5235987755982988	0	2.6179938779914944	2.356194490192345	337.6018911428194
876	38.5	0.16667	37.5	0.8	0.8	0.5235987755982988	0	2.6179938779914944	3.141592653589793	337.6018911428194
877	38.5	0.16667	37.5	0.8	0.8	0.5235987755982988	0	2.6179938779914944	3.9269908169872414	337.6018911428194
878	38.5	0.16667	37.5	0.8	0.8	0.5235987755982988	0	2.6179938779914944	4.71238898038469	337.6018911428194
879	38.5	0.16667	37.5	0.8	0.8	0.5235987755982988	0	2.6179938779914944	5.497787143782138	337.6018911428194
880	38.5	0.16667	37.5	0.8	0.8	0.5235987755982988	0	2.6179938779914944	6.283185307179586	337.6018911428194
881	38.5	0.16667	37.5	0.8	0.8	0.5235987755982988	0	3.141592653589793	0.7853981633974483	334.7530302030684
882	38.5	0.16667	37.5	0.8	0.8	0.5235987755982988	0	3.141592653589793	1.5707963267948966	334.7530302030684
883	38.5	0.16667	37.5	0.8	0.8	0.5235987755982988	0	3.141592653589793	2.356194490192345	334.7530302030684
884	38.5	0.16667	37.5	0.8	0.8	0.5235987755982988	0	3.141592653589793	3.141592653589793	334.7530302030684
885	38.5	0.16667	37.5	0.8	0.8	0.5235987755982988	0	3.141592653589793	3.9269908169872414	334.7530302030684
886	38.5	0.16667	37.5	0.8	0.8	0.5235987755982988	0	3.141592653589793	4.71238898038469	334.7530302030684
887	38.5	0.16667	37.5	0.8	0.8	0.5235987755982988	0	3.141592653589793	5.497787143782138	334.7530302030684
888	38.5	0.16667	37.5	0.8	0.8	0.5235987755982988	0	3.141592653589793	6.283185307179586	334.7530302030684
889	38.5	0.16667	37.5	0.8	0.8	1.1229639298659642	0	0.5235987755982988	0.7853981633974483	313.3791296040323
890	38.5	0.16667	37.5	0.8	0.8	1.1229639298659642	0	0.5235987755982988	1.5707963267948966	313.3791296040323
891	38.5	0.16667	37.5	0.8	0.8	1.1229639298659642	0	0.5235987755982988	2.356194490192345	313.3791296040323
892	38.5	0.16667	37.5	0.8	0.8	1.1229639298659642	0	0.5235987755982988	3.141592653589793	313.3791296040323
893	38.5	0.16667	37.5	0.8	0.8	1.1229639298659642	0	0.5235987755982988	3.9269908169872414	313.3791296040323
894	38.5	0.16667	37.5	0.8	0.8	1.1229639298659642	0	0.5235987755982988	4.71238898038469	313.3791296040323
895	38.5	0.16667	37.5	0.8	0.8	1.1229639298659642	0	0.5235987755982988	5.497787143782138	313.3791296040323
896	38.5	0.16667	37.5	0.8	0.8	1.1229639298659642	0	0.5235987755982988	6.283185307179586	313.3791296040323
897	38.5	0.16667	37.5	0.8	0.8	1.1229639298659642	0	1.1229639298659642	0.7853981633974483	306.9645630353794
898	38.5	0.16667	37.5	0.8	0.8	1.1229639298659642	0	1.1229639298659642	1.5707963267948966	306.9645630353794
899	38.5	0.16667	37.5	0.8	0.8	1.1229639298659642	0	1.1229639298659642	2.356194490192345	306.9645630353794
900	38.5	0.16667	37.5	0.8	0.8	1.1229639298659642	0	1.1229639298659642	3.141592653589793	306.9645630353794
901	38.5	0.16667	37.5	0.8	0.8	1.1229639298659642	0	1.1229639298659642	3.9269908169872414	306.9645630353794
902	38.5	0.16667	37.5	0.8	0.8	1.1229639298659642	0	1.1229639298659642	4.71238898038469	306.9645630353794
903	38.5	0.16667	37.5	0.8	0.8	1.1229639298659642	0	1.1229639298659642	5.497787143782138	306.9645630353794
904	38.5	0.16667	37.5	0.8	0.8	1.1229639298659642	0	1.1229639298659642	6.283185307179586	306.9645630353794
905	38.5	0.16667	37.5	0.8	0.8	1.1229639298659642	0	1.5707963267948966	0.7853981633974483	301.89552380082824
906	38.5	0.16667	37.5	0.8	0.8	1.1229639298659642	0	1.5707963267948966	1.5707963267948966	301.89552380082824
907	38.5	0.16667	37.5	0.8	0.8	1.1229639298659642	0	1.5707963267948966	2.356194490192345	301.89552380082824
908	38.5	0.16667	37.5	0.8	0.8	1.1229639298659642	0	1.5707963267948966	3.141592653589793	301.89552380082824
909	38.5	0.16667	37.5	0.8	0.8	1.1229639298659642	0	1.5707963267948966	3.9269908169872414	301.89552380082824
910	38.5	0.16667	37.5	0.8	0.8	1.1229639298659642	0	1.5707963267948966	4.71238898038469	301.89552380082824
911	38.5	0.16667	37.5	0.8	0.8	1.1229639298659642	0	1.5707963267948966	5.497787143782138	301.89552380082824
912	38.5	0.16667	37.5	0.8	0.8	1.1229639298659642	0	1.5707963267948966	6.283185307179586	301.89552380082824
913	38.5	0.16667	37.5	0.8	0.8	1.1229639298659642	0	2.018628723723829	0.7853981633974483	293.5313289234822
914	38.5	0.16667	37.5	0.8	0.8	1.1229639298659642	0	2.018628723723829	1.5707963267948966	293.5313289234822
915	38.5	0.16667	37.5	0.8	0.8	1.1229639298659642	0	2.018628723723829	2.356194490192345	293.5313289234822
916	38.5	0.16667	37.5	0.8	0.8	1.1229639298659642	0	2.018628723723829	3.141592653589793	293.5313289234822
917	38.5	0.16667	37.5	0.8	0.8	1.1229639298659642	0	2.018628723723829	3.9269908169872414	293.5313289234822
918	38.5	0.16667	37.5	0.8	0.8	1.1229639298659642	0	2.018628723723829	4.71238898038469	293.5313289234822
919	38.5	0.16667	37.5	0.8	0.8	1.1229639298659642	0	2.018628723723829	5.497787143782138	293.5313289234822
920	38.5	0.16667	37.5	0.8	0.8	1.1229639298659642	0	2.018628723723829	6.283185307179586	293.5313289234822
921	38.5	0.16667	37.5	0.8	0.8	1.1229639298659642	0	2.6179938779914944	0.7853981633974483	286.6092951779085
922	38.5	0.16667	37.5	0.8	0.8	1.1229639298659642	0	2.6179938779914944	1.5707963267948966	286.6092951779085
923	38.5	0.16667	37.5	0.8	0.8	1.1229639298659642	0	2.6179938779914944	2.356194490192345	286.6092951779085
924	38.5	0.16667	37.5	0.8	0.8	1.1229639298659642	0	2.6179938779914944	3.141592653589793	286.6092951779085
925	38.5	0.16667	37.5	0.8	0.8	1.1229639298659642	0	2.6179938779914944	3.9269908169872414	286.6092951779085
926	38.5	0.16667	37.5	0.8	0.8	1.1229639298659642	0	2.6179938779914944	4.71238898038469	286.6092951779085
927	38.5	0.16667	37.5	0.8	0.8	1.1229639298659642	0	2.6179938779914944	5.497787143782138	286.6092951779085
928	38.5	0.16667	37.5	0.8	0.8	1.1229639298659642	0	2.6179938779914944	6.283185307179586	286.6092951779085
929	38.5	0.16667	37.5	0.8	0.8	1.1229639298659642	0	3.141592653589793	0.7853981633974483	281.4363276676637
930	38.5	0.16667	37.5	0.8	0.8	1.1229639298659642	0	3.141592653589793	1.5707963267948966	281.4363276676637
931	38.5	0.16667	37.5	0.8	0.8	1.1229639298659642	0	3.141592653589793	2.356194490192345	281.4363276676637
932	38.5	0.16667	37.5	0.8	0.8	1.1229639298659642	0	3.141592653589793	3.141592653589793	281.4363276676637
933	38.5	0.16667	37.5	0.8	0.8	1.1229639298659642	0	3.141592653589793	3.9269908169872414	281.4363276676637
934	38.5	0.16667	37.5	0.8	0.8	1.1229639298659642	0	3.141592653589793	4.71238898038469	281.4363276676637
935	38.5	0.16667	37.5	0.8	0.8	1.1229639298659642	0	3.141592653589793	5.497787143782138	281.4363276676637
936	38.5	0.16667	37.5	0.8	0.8	1.1229639298659642	0	3.141592653589793	6.283185307179586	281.4363276676637
937	38.5	0.16667	37.5	0.8	0.8	1.5707963267948966	0	0.5235987755982988	0.7853981633974483	278.8902569451691
938	38.5	0.16667	37.5	0.8	0.8	1.5707963267948966	0	0.5235987755982988	1.5707963267948966	278.8902569451691
939	38.5	0.16667	37.5	0.8	0.8	1.5707963267948966	0	0.5235987755982988	2.356194490192345	278.8902569451691
940	38.5	0.16667	37.5	0.8	0.8	1.5707963267948966	0	0.5235987755982988	3.141592653589793	278.8902569451691
941	38.5	0.16667	37.5	0.8	0.8	1.5707963267948966	0	0.5235987755982988	3.9269908169872414	278.8902569451691
942	38.5	0.16667	37.5	0.8	0.8	1.5707963267948966	0	0.5235987755982988	4.71238898038469	278.8902569451691
943	38.5	0.16667	37.5	0.8	0.8	1.5707963267948966	0	0.5235987755982988	5.497787143782138	278.8902569451691
944	38.5	0.16667	37.5	0.8	0.8	1.5707963267948966	0	0.5235987755982988	6.283185307179586	278.8902569451691
945	38.5	0.16667	37.5	0.8	0.8	1.5707963267948966	0	1.1229639298659642	0.7853981633974483	275.10018158353563
946	38.5	0.16667	37.5	0.8	0.8	1.5707963267948966	0	1.1229639298659642	1.5707963267948966	275.10018158353563
947	38.5	0.16667	37.5	0.8	0.8	1.5707963267948966	0	1.1229639298659642	2.356194490192345	275.10018158353563
948	38.5	0.16667	37.5	0.8	0.8	1.5707963267948966	0	1.1229639298659642	3.141592653589793	275.10018158353563
949	38.5	0.16667	37.5	0.8	0.8	1.5707963267948966	0	1.1229639298659642	3.9269908169872414	275.10018158353563
950	38.5	0.16667	37.5	0.8	0.8	1.5707963267948966	0	1.1229639298659642	4.71238898038469	275.10018158353563
951	38.5	0.16667	37.5	0.8	0.8	1.5707963267948966	0	1.1229639298659642	5.497787143782138	275.10018158353563
952	38.5	0.16667	37.5	0.8	0.8	1.5707963267948966	0	1.1229639298659642	6.283185307179586	275.10018158353563
953	38.5	0.16667	37.5	0.8	0.8	1.5707963267948966	0	1.5707963267948966	0.7853981633974483	273.27836722628666
954	38.5	0.16667	37.5	0.8	0.8	1.5707963267948966	0	1.5707963267948966	1.5707963267948966	273.27836722628666
955	38.5	0.16667	37.5	0.8	0.8	1.5707963267948966	0	1.5707963267948966	2.356194490192345	273.27836722628666
956	38.5	0.16667	37.5	0.8	0.8	1.5707963267948966	0	1.5707963267948966	3.141592653589793	273.27836722628666
957	38.5	0.16667	37.5	0.8	0.8	1.5707963267948966	0	1.5707963267948966	3.9269908169872414	273.27836722628666
958	38.5	0.16667	37.5	0.8	0.8	1.5707963267948966	0	1.5707963267948966	4.71238898038469	273.27836722628666
959	38.5	0.16667	37.5	0.8	0.8	1.5707963267948966	0	1.5707963267948966	5.497787143782138	273.27836722628666
960	38.5	0.16667	37.5	0.8	0.8	1.5707963267948966	0	1.5707963267948966	6.283185307179586	273.27836722628666
961	38.5	0.16667	37.5	0.8	0.8	1.5707963267948966	0	2.018628723723829	0.7853981633974483	270.18926608492313
962	38.5	0.16667	37.5	0.8	0.8	1.5707963267948966	0	2.018628723723829	1.5707963267948966	270.18926608492313
963	38.5	0.16667	37.5	0.8	0.8	1.5707963267948966	0	2.018628723723829	2.356194490192345	270.18926608492313
964	38.5	0.16667	37.5	0.8	0.8	1.5707963267948966	0	2.018628723723829	3.141592653589793	270.18926608492313
965	38.5	0.16667	37.5	0.8	0.8	1.5707963267948966	0	2.018628723723829	3.9269908169872414	270.18926608492313
966	38.5	0.16667	37.5	0.8	0.8	1.5707963267948966	0	2.018628723723829	4.71238898038469	270.18926608492313
967	38.5	0.16667	37.5	0.8	0.8	1.5707963267948966	0	2.018628723723829	5.497787143782138	270.18926608492313
968	38.5	0.16667	37.5	0.8	0.8	1.5707963267948966	0	2.018628723723829	6.283185307179586	270.18926608492313
969	38.5	0.16667	37.5	0.8	0.8	1.5707963267948966	0	2.6179938779914944	0.7853981633974483	268.14175484742464
970	38.5	0.16667	37.5	0.8	0.8	1.5707963267948966	0	2.6179938779914944	1.5707963267948966	268.14175484742464
971	38.5	0.16667	37.5	0.8	0.8	1.5707963267948966	0	2.6179938779914944	2.356194490192345	268.14175484742464
972	38.5	0.16667	37.5	0.8	0.8	1.5707963267948966	0	2.6179938779914944	3.141592653589793	268.14175484742464
973	38.5	0.16667	37.5	0.8	0.8	1.5707963267948966	0	2.6179938779914944	3.9269908169872414	268.14175484742464
974	38.5	0.16667	37.5	0.8	0.8	1.5707963267948966	0	2.6179938779914944	4.71238898038469	268.14175484742464
975	38.5	0.16667	37.5	0.8	0.8	1.5707963267948966	0	2.6179938779914944	5.497787143782138	268.14175484742464
