Case	f0	q	M_tot	chi1	chi2	theta1	phi1	theta2	phi2	f_peak
244	30.	0.9	37.5	0.8	0.8	3.141592653589793	0	0.5235987755982988	3.141592653589793	313.8549214059294
245	30.	0.9	37.5	0.8	0.8	3.141592653589793	0	0.5235987755982988	3.9269908169872414	313.8549214059294
246	30.	0.9	37.5	0.8	0.8	3.141592653589793	0	0.5235987755982988	4.71238898038469	313.8549214059294
247	30.	0.9	37.5	0.8	0.8	3.141592653589793	0	0.5235987755982988	5.497787143782138	313.8549214059294
248	30.	0.9	37.5	0.8	0.8	3.141592653589793	0	0.5235987755982988	6.283185307179586	313.8549214059294
249	30.	0.9	37.5	0.8	0.8	3.141592653589793	0	1.1229639298659642	0.7853981633974483	300.3113119428612
250	30.	0.9	37.5	0.8	0.8	3.141592653589793	0	1.1229639298659642	1.5707963267948966	300.3113119428612
251	30.	0.9	37.5	0.8	0.8	3.141592653589793	0	1.1229639298659642	2.356194490192345	300.3113119428612
252	30.	0.9	37.5	0.8	0.8	3.141592653589793	0	1.1229639298659642	3.141592653589793	300.3113119428612
253	30.	0.9	37.5	0.8	0.8	3.141592653589793	0	1.1229639298659642	3.9269908169872414	300.3113119428612
254	30.	0.9	37.5	0.8	0.8	3.141592653589793	0	1.1229639298659642	4.71238898038469	300.3113119428612
255	30.	0.9	37.5	0.8	0.8	3.141592653589793	0	1.1229639298659642	5.497787143782138	300.3113119428612
256	30.	0.9	37.5	0.8	0.8	3.141592653589793	0	1.1229639298659642	6.283185307179586	300.3113119428612
257	30.	0.9	37.5	0.8	0.8	3.141592653589793	0	1.5707963267948966	0.7853981633974483	289.49812977606103
258	30.	0.9	37.5	0.8	0.8	3.141592653589793	0	1.5707963267948966	1.5707963267948966	289.49812977606103
259	30.	0.9	37.5	0.8	0.8	3.141592653589793	0	1.5707963267948966	2.356194490192345	289.49812977606103
260	30.	0.9	37.5	0.8	0.8	3.141592653589793	0	1.5707963267948966	3.141592653589793	289.49812977606103
261	30.	0.9	37.5	0.8	0.8	3.141592653589793	0	1.5707963267948966	3.9269908169872414	289.49812977606103
262	30.	0.9	37.5	0.8	0.8	3.141592653589793	0	1.5707963267948966	4.71238898038469	289.49812977606103
263	30.	0.9	37.5	0.8	0.8	3.141592653589793	0	1.5707963267948966	5.497787143782138	289.49812977606103
264	30.	0.9	37.5	0.8	0.8	3.141592653589793	0	1.5707963267948966	6.283185307179586	289.49812977606103
265	30.	0.9	37.5	0.8	0.8	3.141592653589793	0	2.018628723723829	0.7853981633974483	278.2449952375269
266	30.	0.9	37.5	0.8	0.8	3.141592653589793	0	2.018628723723829	1.5707963267948966	278.2449952375269
267	30.	0.9	37.5	0.8	0.8	3.141592653589793	0	2.018628723723829	2.356194490192345	278.2449952375269
268	30.	0.9	37.5	0.8	0.8	3.141592653589793	0	2.018628723723829	3.141592653589793	278.2449952375269
269	30.	0.9	37.5	0.8	0.8	3.141592653589793	0	2.018628723723829	3.9269908169872414	278.2449952375269
270	30.	0.9	37.5	0.8	0.8	3.141592653589793	0	2.018628723723829	4.71238898038469	278.2449952375269
271	30.	0.9	37.5	0.8	0.8	3.141592653589793	0	2.018628723723829	5.497787143782138	278.2449952375269
272	30.	0.9	37.5	0.8	0.8	3.141592653589793	0	2.018628723723829	6.283185307179586	278.2449952375269
273	30.	0.9	37.5	0.8	0.8	3.141592653589793	0	2.6179938779914944	0.7853981633974483	275.63817058167405
274	30.	0.9	37.5	0.8	0.8	3.141592653589793	0	2.6179938779914944	1.5707963267948966	275.63817058167405
275	30.	0.9	37.5	0.8	0.8	3.141592653589793	0	2.6179938779914944	2.356194490192345	275.63817058167405
276	30.	0.9	37.5	0.8	0.8	3.141592653589793	0	2.6179938779914944	3.141592653589793	275.63817058167405
277	30.	0.9	37.5	0.8	0.8	3.141592653589793	0	2.6179938779914944	3.9269908169872414	275.63817058167405
278	30.	0.9	37.5	0.8	0.8	3.141592653589793	0	2.6179938779914944	4.71238898038469	275.63817058167405
279	30.	0.9	37.5	0.8	0.8	3.141592653589793	0	2.6179938779914944	5.497787143782138	275.63817058167405
280	30.	0.9	37.5	0.8	0.8	3.141592653589793	0	2.6179938779914944	6.283185307179586	275.63817058167405
281	31.	0.5	37.5	0.8	0.8	0.5235987755982988	0	0.5235987755982988	0.7853981633974483	363.10494758193204
282	31.	0.5	37.5	0.8	0.8	0.5235987755982988	0	0.5235987755982988	1.5707963267948966	363.10494758193204
283	31.	0.5	37.5	0.8	0.8	0.5235987755982988	0	0.5235987755982988	2.356194490192345	363.10494758193204
284	31.	0.5	37.5	0.8	0.8	0.5235987755982988	0	0.5235987755982988	3.141592653589793	363.10494758193204
285	31.	0.5	37.5	0.8	0.8	0.5235987755982988	0	0.5235987755982988	3.9269908169872414	363.10494758193204
286	31.	0.5	37.5	0.8	0.8	0.5235987755982988	0	0.5235987755982988	4.71238898038469	363.10494758193204
287	31.	0.5	37.5	0.8	0.8	0.5235987755982988	0	0.5235987755982988	5.497787143782138	363.10494758193204
288	31.	0.5	37.5	0.8	0.8	0.5235987755982988	0	0.5235987755982988	6.283185307179586	363.10494758193204
289	31.	0.5	37.5	0.8	0.8	0.5235987755982988	0	1.1229639298659642	0.7853981633974483	355.2741815043579
290	31.	0.5	37.5	0.8	0.8	0.5235987755982988	0	1.1229639298659642	1.5707963267948966	355.2741815043579
291	31.	0.5	37.5	0.8	0.8	0.5235987755982988	0	1.1229639298659642	2.356194490192345	355.2741815043579
292	31.	0.5	37.5	0.8	0.8	0.5235987755982988	0	1.1229639298659642	3.141592653589793	355.2741815043579
293	31.	0.5	37.5	0.8	0.8	0.5235987755982988	0	1.1229639298659642	3.9269908169872414	355.2741815043579
294	31.	0.5	37.5	0.8	0.8	0.5235987755982988	0	1.1229639298659642	4.71238898038469	355.2741815043579
295	31.	0.5	37.5	0.8	0.8	0.5235987755982988	0	1.1229639298659642	5.497787143782138	355.2741815043579
296	31.	0.5	37.5	0.8	0.8	0.5235987755982988	0	1.1229639298659642	6.283185307179586	355.2741815043579
297	31.	0.5	37.5	0.8	0.8	0.5235987755982988	0	1.5707963267948966	0.7853981633974483	344.6015900395213
298	31.	0.5	37.5	0.8	0.8	0.5235987755982988	0	1.5707963267948966	1.5707963267948966	344.6015900395213
299	31.	0.5	37.5	0.8	0.8	0.5235987755982988	0	1.5707963267948966	2.356194490192345	344.6015900395213
300	31.	0.5	37.5	0.8	0.8	0.5235987755982988	0	1.5707963267948966	3.141592653589793	344.6015900395213
301	31.	0.5	37.5	0.8	0.8	0.5235987755982988	0	1.5707963267948966	3.9269908169872414	344.6015900395213
302	31.	0.5	37.5	0.8	0.8	0.5235987755982988	0	1.5707963267948966	4.71238898038469	344.6015900395213
303	31.	0.5	37.5	0.8	0.8	0.5235987755982988	0	1.5707963267948966	5.497787143782138	344.6015900395213
304	31.	0.5	37.5	0.8	0.8	0.5235987755982988	0	1.5707963267948966	6.283185307179586	344.6015900395213
305	31.	0.5	37.5	0.8	0.8	0.5235987755982988	0	2.018628723723829	0.7853981633974483	337.73522677730716
306	31.	0.5	37.5	0.8	0.8	0.5235987755982988	0	2.018628723723829	1.5707963267948966	337.73522677730716
307	31.	0.5	37.5	0.8	0.8	0.5235987755982988	0	2.018628723723829	2.356194490192345	337.73522677730716
308	31.	0.5	37.5	0.8	0.8	0.5235987755982988	0	2.018628723723829	3.141592653589793	337.73522677730716
309	31.	0.5	37.5	0.8	0.8	0.5235987755982988	0	2.018628723723829	3.9269908169872414	337.73522677730716
310	31.	0.5	37.5	0.8	0.8	0.5235987755982988	0	2.018628723723829	4.71238898038469	337.73522677730716
311	31.	0.5	37.5	0.8	0.8	0.5235987755982988	0	2.018628723723829	5.497787143782138	337.73522677730716
312	31.	0.5	37.5	0.8	0.8	0.5235987755982988	0	2.018628723723829	6.283185307179586	337.73522677730716
313	31.	0.5	37.5	0.8	0.8	0.5235987755982988	0	2.6179938779914944	0.7853981633974483	333.9742834211278
314	31.	0.5	37.5	0.8	0.8	0.5235987755982988	0	2.6179938779914944	1.5707963267948966	333.9742834211278
315	31.	0.5	37.5	0.8	0.8	0.5235987755982988	0	2.6179938779914944	2.356194490192345	333.9742834211278
316	31.	0.5	37.5	0.8	0.8	0.5235987755982988	0	2.6179938779914944	3.141592653589793	333.9742834211278
317	31.	0.5	37.5	0.8	0.8	0.5235987755982988	0	2.6179938779914944	3.9269908169872414	333.9742834211278
318	31.	0.5	37.5	0.8	0.8	0.5235987755982988	0	2.6179938779914944	4.71238898038469	333.9742834211278
319	31.	0.5	37.5	0.8	0.8	0.5235987755982988	0	2.6179938779914944	5.497787143782138	333.9742834211278
320	31.	0.5	37.5	0.8	0.8	0.5235987755982988	0	2.6179938779914944	6.283185307179586	333.9742834211278
321	31.	0.5	37.5	0.8	0.8	0.5235987755982988	0	3.141592653589793	0.7853981633974483	331.40975196251463
322	31.	0.5	37.5	0.8	0.8	0.5235987755982988	0	3.141592653589793	1.5707963267948966	331.40975196251463
323	31.	0.5	37.5	0.8	0.8	0.5235987755982988	0	3.141592653589793	2.356194490192345	331.40975196251463
324	31.	0.5	37.5	0.8	0.8	0.5235987755982988	0	3.141592653589793	3.141592653589793	331.40975196251463
325	31.	0.5	37.5	0.8	0.8	0.5235987755982988	0	3.141592653589793	3.9269908169872414	331.40975196251463
326	31.	0.5	37.5	0.8	0.8	0.5235987755982988	0	3.141592653589793	4.71238898038469	331.40975196251463
327	31.	0.5	37.5	0.8	0.8	0.5235987755982988	0	3.141592653589793	5.497787143782138	331.40975196251463
328	31.	0.5	37.5	0.8	0.8	0.5235987755982988	0	3.141592653589793	6.283185307179586	331.40975196251463
329	31.	0.5	37.5	0.8	0.8	1.1229639298659642	0	0.5235987755982988	0.7853981633974483	337.9863221529515
330	31.	0.5	37.5	0.8	0.8	1.1229639298659642	0	0.5235987755982988	1.5707963267948966	337.9863221529515
331	31.	0.5	37.5	0.8	0.8	1.1229639298659642	0	0.5235987755982988	2.356194490192345	337.9863221529515
332	31.	0.5	37.5	0.8	0.8	1.1229639298659642	0	0.5235987755982988	3.141592653589793	337.9863221529515
333	31.	0.5	37.5	0.8	0.8	1.1229639298659642	0	0.5235987755982988	3.9269908169872414	337.9863221529515
334	31.	0.5	37.5	0.8	0.8	1.1229639298659642	0	0.5235987755982988	4.71238898038469	337.9863221529515
335	31.	0.5	37.5	0.8	0.8	1.1229639298659642	0	0.5235987755982988	5.497787143782138	337.9863221529515
336	31.	0.5	37.5	0.8	0.8	1.1229639298659642	0	0.5235987755982988	6.283185307179586	337.9863221529515
337	31.	0.5	37.5	0.8	0.8	1.1229639298659642	0	1.1229639298659642	0.7853981633974483	329.43194822718107
338	31.	0.5	37.5	0.8	0.8	1.1229639298659642	0	1.1229639298659642	1.5707963267948966	329.43194822718107
339	31.	0.5	37.5	0.8	0.8	1.1229639298659642	0	1.1229639298659642	2.356194490192345	329.43194822718107
340	31.	0.5	37.5	0.8	0.8	1.1229639298659642	0	1.1229639298659642	3.141592653589793	329.43194822718107
341	31.	0.5	37.5	0.8	0.8	1.1229639298659642	0	1.1229639298659642	3.9269908169872414	329.43194822718107
342	31.	0.5	37.5	0.8	0.8	1.1229639298659642	0	1.1229639298659642	4.71238898038469	329.43194822718107
343	31.	0.5	37.5	0.8	0.8	1.1229639298659642	0	1.1229639298659642	5.497787143782138	329.43194822718107
344	31.	0.5	37.5	0.8	0.8	1.1229639298659642	0	1.1229639298659642	6.283185307179586	329.43194822718107
345	31.	0.5	37.5	0.8	0.8	1.1229639298659642	0	1.5707963267948966	0.7853981633974483	321.88008576630244
346	31.	0.5	37.5	0.8	0.8	1.1229639298659642	0	1.5707963267948966	1.5707963267948966	321.88008576630244
347	31.	0.5	37.5	0.8	0.8	1.1229639298659642	0	1.5707963267948966	2.356194490192345	321.88008576630244
348	31.	0.5	37.5	0.8	0.8	1.1229639298659642	0	1.5707963267948966	3.141592653589793	321.88008576630244
349	31.	0.5	37.5	0.8	0.8	1.1229639298659642	0	1.5707963267948966	3.9269908169872414	321.88008576630244
350	31.	0.5	37.5	0.8	0.8	1.1229639298659642	0	1.5707963267948966	4.71238898038469	321.88008576630244
351	31.	0.5	37.5	0.8	0.8	1.1229639298659642	0	1.5707963267948966	5.497787143782138	321.88008576630244
352	31.	0.5	37.5	0.8	0.8	1.1229639298659642	0	1.5707963267948966	6.283185307179586	321.88008576630244
353	31.	0.5	37.5	0.8	0.8	1.1229639298659642	0	2.018628723723829	0.7853981633974483	313.3652149124253
354	31.	0.5	37.5	0.8	0.8	1.1229639298659642	0	2.018628723723829	1.5707963267948966	313.3652149124253
355	31.	0.5	37.5	0.8	0.8	1.1229639298659642	0	2.018628723723829	2.356194490192345	313.3652149124253
356	31.	0.5	37.5	0.8	0.8	1.1229639298659642	0	2.018628723723829	3.141592653589793	313.3652149124253
357	31.	0.5	37.5	0.8	0.8	1.1229639298659642	0	2.018628723723829	3.9269908169872414	313.3652149124253
358	31.	0.5	37.5	0.8	0.8	1.1229639298659642	0	2.018628723723829	4.71238898038469	313.3652149124253
359	31.	0.5	37.5	0.8	0.8	1.1229639298659642	0	2.018628723723829	5.497787143782138	313.3652149124253
360	31.	0.5	37.5	0.8	0.8	1.1229639298659642	0	2.018628723723829	6.283185307179586	313.3652149124253
361	31.	0.5	37.5	0.8	0.8	1.1229639298659642	0	2.6179938779914944	0.7853981633974483	308.0334281009655
362	31.	0.5	37.5	0.8	0.8	1.1229639298659642	0	2.6179938779914944	1.5707963267948966	308.0334281009655
363	31.	0.5	37.5	0.8	0.8	1.1229639298659642	0	2.6179938779914944	2.356194490192345	308.0334281009655
364	31.	0.5	37.5	0.8	0.8	1.1229639298659642	0	2.6179938779914944	3.141592653589793	308.0334281009655
365	31.	0.5	37.5	0.8	0.8	1.1229639298659642	0	2.6179938779914944	3.9269908169872414	308.0334281009655
366	31.	0.5	37.5	0.8	0.8	1.1229639298659642	0	2.6179938779914944	4.71238898038469	308.0334281009655
367	31.	0.5	37.5	0.8	0.8	1.1229639298659642	0	2.6179938779914944	5.497787143782138	308.0334281009655
368	31.	0.5	37.5	0.8	0.8	1.1229639298659642	0	2.6179938779914944	6.283185307179586	308.0334281009655
369	31.	0.5	37.5	0.8	0.8	1.1229639298659642	0	3.141592653589793	0.7853981633974483	305.0492362965503
370	31.	0.5	37.5	0.8	0.8	1.1229639298659642	0	3.141592653589793	1.5707963267948966	305.0492362965503
371	31.	0.5	37.5	0.8	0.8	1.1229639298659642	0	3.141592653589793	2.356194490192345	305.0492362965503
372	31.	0.5	37.5	0.8	0.8	1.1229639298659642	0	3.141592653589793	3.141592653589793	305.0492362965503
373	31.	0.5	37.5	0.8	0.8	1.1229639298659642	0	3.141592653589793	3.9269908169872414	305.0492362965503
374	31.	0.5	37.5	0.8	0.8	1.1229639298659642	0	3.141592653589793	4.71238898038469	305.0492362965503
375	31.	0.5	37.5	0.8	0.8	1.1229639298659642	0	3.141592653589793	5.497787143782138	305.0492362965503
376	31.	0.5	37.5	0.8	0.8	1.1229639298659642	0	3.141592653589793	6.283185307179586	305.0492362965503
377	31.	0.5	37.5	0.8	0.8	1.5707963267948966	0	0.5235987755982988	0.7853981633974483	318.12510918189554
378	31.	0.5	37.5	0.8	0.8	1.5707963267948966	0	0.5235987755982988	1.5707963267948966	318.12510918189554
379	31.	0.5	37.5	0.8	0.8	1.5707963267948966	0	0.5235987755982988	2.356194490192345	318.12510918189554
380	31.	0.5	37.5	0.8	0.8	1.5707963267948966	0	0.5235987755982988	3.141592653589793	318.12510918189554
381	31.	0.5	37.5	0.8	0.8	1.5707963267948966	0	0.5235987755982988	3.9269908169872414	318.12510918189554
382	31.	0.5	37.5	0.8	0.8	1.5707963267948966	0	0.5235987755982988	4.71238898038469	318.12510918189554
383	31.	0.5	37.5	0.8	0.8	1.5707963267948966	0	0.5235987755982988	5.497787143782138	318.12510918189554
384	31.	0.5	37.5	0.8	0.8	1.5707963267948966	0	0.5235987755982988	6.283185307179586	318.12510918189554
385	31.	0.5	37.5	0.8	0.8	1.5707963267948966	0	1.1229639298659642	0.7853981633974483	309.89781106093227
386	31.	0.5	37.5	0.8	0.8	1.5707963267948966	0	1.1229639298659642	1.5707963267948966	309.89781106093227
387	31.	0.5	37.5	0.8	0.8	1.5707963267948966	0	1.1229639298659642	2.356194490192345	309.89781106093227
388	31.	0.5	37.5	0.8	0.8	1.5707963267948966	0	1.1229639298659642	3.141592653589793	309.89781106093227
389	31.	0.5	37.5	0.8	0.8	1.5707963267948966	0	1.1229639298659642	3.9269908169872414	309.89781106093227
390	31.	0.5	37.5	0.8	0.8	1.5707963267948966	0	1.1229639298659642	4.71238898038469	309.89781106093227
391	31.	0.5	37.5	0.8	0.8	1.5707963267948966	0	1.1229639298659642	5.497787143782138	309.89781106093227
392	31.	0.5	37.5	0.8	0.8	1.5707963267948966	0	1.1229639298659642	6.283185307179586	309.89781106093227
393	31.	0.5	37.5	0.8	0.8	1.5707963267948966	0	1.5707963267948966	0.7853981633974483	305.0850282440032
394	31.	0.5	37.5	0.8	0.8	1.5707963267948966	0	1.5707963267948966	1.5707963267948966	305.0850282440032
395	31.	0.5	37.5	0.8	0.8	1.5707963267948966	0	1.5707963267948966	2.356194490192345	305.0850282440032
396	31.	0.5	37.5	0.8	0.8	1.5707963267948966	0	1.5707963267948966	3.141592653589793	305.0850282440032
397	31.	0.5	37.5	0.8	0.8	1.5707963267948966	0	1.5707963267948966	3.9269908169872414	305.0850282440032
398	31.	0.5	37.5	0.8	0.8	1.5707963267948966	0	1.5707963267948966	4.71238898038469	305.0850282440032
399	31.	0.5	37.5	0.8	0.8	1.5707963267948966	0	1.5707963267948966	5.497787143782138	305.0850282440032
400	31.	0.5	37.5	0.8	0.8	1.5707963267948966	0	1.5707963267948966	6.283185307179586	305.0850282440032
401	31.	0.5	37.5	0.8	0.8	1.5707963267948966	0	2.018628723723829	0.7853981633974483	297.518775865246
402	31.	0.5	37.5	0.8	0.8	1.5707963267948966	0	2.018628723723829	1.5707963267948966	297.518775865246
403	31.	0.5	37.5	0.8	0.8	1.5707963267948966	0	2.018628723723829	2.356194490192345	297.518775865246
404	31.	0.5	37.5	0.8	0.8	1.5707963267948966	0	2.018628723723829	3.141592653589793	297.518775865246
405	31.	0.5	37.5	0.8	0.8	1.5707963267948966	0	2.018628723723829	3.9269908169872414	297.518775865246
406	31.	0.5	37.5	0.8	0.8	1.5707963267948966	0	2.018628723723829	4.71238898038469	297.518775865246
407	31.	0.5	37.5	0.8	0.8	1.5707963267948966	0	2.018628723723829	5.497787143782138	297.518775865246
408	31.	0.5	37.5	0.8	0.8	1.5707963267948966	0	2.018628723723829	6.283185307179586	297.518775865246
409	31.	0.5	37.5	0.8	0.8	1.5707963267948966	0	2.6179938779914944	0.7853981633974483	293.3503106732196
410	31.	0.5	37.5	0.8	0.8	1.5707963267948966	0	2.6179938779914944	1.5707963267948966	293.3503106732196
411	31.	0.5	37.5	0.8	0.8	1.5707963267948966	0	2.6179938779914944	2.356194490192345	293.3503106732196
412	31.	0.5	37.5	0.8	0.8	1.5707963267948966	0	2.6179938779914944	3.141592653589793	293.3503106732196
413	31.	0.5	37.5	0.8	0.8	1.5707963267948966	0	2.6179938779914944	3.9269908169872414	293.3503106732196
414	31.	0.5	37.5	0.8	0.8	1.5707963267948966	0	2.6179938779914944	4.71238898038469	293.3503106732196
415	31.	0.5	37.5	0.8	0.8	1.5707963267948966	0	2.6179938779914944	5.497787143782138	293.3503106732196
416	31.	0.5	37.5	0.8	0.8	1.5707963267948966	0	2.6179938779914944	6.283185307179586	293.3503106732196
417	31.	0.5	37.5	0.8	0.8	1.5707963267948966	0	3.141592653589793	0.7853981633974483	293.2047840472663
418	31.	0.5	37.5	0.8	0.8	1.5707963267948966	0	3.141592653589793	1.5707963267948966	293.2047840472663
419	31.	0.5	37.5	0.8	0.8	1.5707963267948966	0	3.141592653589793	2.356194490192345	293.2047840472663
420	31.	0.5	37.5	0.8	0.8	1.5707963267948966	0	3.141592653589793	3.141592653589793	293.2047840472663
421	31.	0.5	37.5	0.8	0.8	1.5707963267948966	0	3.141592653589793	3.9269908169872414	293.2047840472663
422	31.	0.5	37.5	0.8	0.8	1.5707963267948966	0	3.141592653589793	4.71238898038469	293.2047840472663
423	31.	0.5	37.5	0.8	0.8	1.5707963267948966	0	3.141592653589793	5.497787143782138	293.2047840472663
424	31.	0.5	37.5	0.8	0.8	1.5707963267948966	0	3.141592653589793	6.283185307179586	293.2047840472663
425	31.	0.5	37.5	0.8	0.8	2.018628723723829	0	0.5235987755982988	0.7853981633974483	303.380853641401
426	31.	0.5	37.5	0.8	0.8	2.018628723723829	0	0.5235987755982988	1.5707963267948966	303.380853641401
427	31.	0.5	37.5	0.8	0.8	2.018628723723829	0	0.5235987755982988	2.356194490192345	303.380853641401
428	31.	0.5	37.5	0.8	0.8	2.018628723723829	0	0.5235987755982988	3.141592653589793	303.380853641401
429	31.	0.5	37.5	0.8	0.8	2.018628723723829	0	0.5235987755982988	3.9269908169872414	303.380853641401
430	31.	0.5	37.5	0.8	0.8	2.018628723723829	0	0.5235987755982988	4.71238898038469	303.380853641401
431	31.	0.5	37.5	0.8	0.8	2.018628723723829	0	0.5235987755982988	5.497787143782138	303.380853641401
432	31.	0.5	37.5	0.8	0.8	2.018628723723829	0	0.5235987755982988	6.283185307179586	303.380853641401
433	31.	0.5	37.5	0.8	0.8	2.018628723723829	0	1.1229639298659642	0.7853981633974483	294.7769883650079
434	31.	0.5	37.5	0.8	0.8	2.018628723723829	0	1.1229639298659642	1.5707963267948966	294.7769883650079
435	31.	0.5	37.5	0.8	0.8	2.018628723723829	0	1.1229639298659642	2.356194490192345	294.7769883650079
436	31.	0.5	37.5	0.8	0.8	2.018628723723829	0	1.1229639298659642	3.141592653589793	294.7769883650079
437	31.	0.5	37.5	0.8	0.8	2.018628723723829	0	1.1229639298659642	3.9269908169872414	294.7769883650079
438	31.	0.5	37.5	0.8	0.8	2.018628723723829	0	1.1229639298659642	4.71238898038469	294.7769883650079
439	31.	0.5	37.5	0.8	0.8	2.018628723723829	0	1.1229639298659642	5.497787143782138	294.7769883650079
440	31.	0.5	37.5	0.8	0.8	2.018628723723829	0	1.1229639298659642	6.283185307179586	294.7769883650079
441	31.	0.5	37.5	0.8	0.8	2.018628723723829	0	1.5707963267948966	0.7853981633974483	291.07558902201475
442	31.	0.5	37.5	0.8	0.8	2.018628723723829	0	1.5707963267948966	1.5707963267948966	291.07558902201475
443	31.	0.5	37.5	0.8	0.8	2.018628723723829	0	1.5707963267948966	2.356194490192345	291.07558902201475
444	31.	0.5	37.5	0.8	0.8	2.018628723723829	0	1.5707963267948966	3.141592653589793	291.07558902201475
445	31.	0.5	37.5	0.8	0.8	2.018628723723829	0	1.5707963267948966	3.9269908169872414	291.07558902201475
446	31.	0.5	37.5	0.8	0.8	2.018628723723829	0	1.5707963267948966	4.71238898038469	291.07558902201475
447	31.	0.5	37.5	0.8	0.8	2.018628723723829	0	1.5707963267948966	5.497787143782138	291.07558902201475
448	31.	0.5	37.5	0.8	0.8	2.018628723723829	0	1.5707963267948966	6.283185307179586	291.07558902201475
449	31.	0.5	37.5	0.8	0.8	2.018628723723829	0	2.018628723723829	0.7853981633974483	285.5383718057269
450	31.	0.5	37.5	0.8	0.8	2.018628723723829	0	2.018628723723829	1.5707963267948966	285.5383718057269
451	31.	0.5	37.5	0.8	0.8	2.018628723723829	0	2.018628723723829	2.356194490192345	285.5383718057269
452	31.	0.5	37.5	0.8	0.8	2.018628723723829	0	2.018628723723829	3.141592653589793	285.5383718057269
453	31.	0.5	37.5	0.8	0.8	2.018628723723829	0	2.018628723723829	3.9269908169872414	285.5383718057269
454	31.	0.5	37.5	0.8	0.8	2.018628723723829	0	2.018628723723829	4.71238898038469	285.5383718057269
455	31.	0.5	37.5	0.8	0.8	2.018628723723829	0	2.018628723723829	5.497787143782138	285.5383718057269
456	31.	0.5	37.5	0.8	0.8	2.018628723723829	0	2.018628723723829	6.283185307179586	285.5383718057269
457	31.	0.5	37.5	0.8	0.8	2.018628723723829	0	2.6179938779914944	0.7853981633974483	281.5370081794394
458	31.	0.5	37.5	0.8	0.8	2.018628723723829	0	2.6179938779914944	1.5707963267948966	281.5370081794394
459	31.	0.5	37.5	0.8	0.8	2.018628723723829	0	2.6179938779914944	2.356194490192345	281.5370081794394
460	31.	0.5	37.5	0.8	0.8	2.018628723723829	0	2.6179938779914944	3.141592653589793	281.5370081794394
461	31.	0.5	37.5	0.8	0.8	2.018628723723829	0	2.6179938779914944	3.9269908169872414	281.5370081794394
462	31.	0.5	37.5	0.8	0.8	2.018628723723829	0	2.6179938779914944	4.71238898038469	281.5370081794394
463	31.	0.5	37.5	0.8	0.8	2.018628723723829	0	2.6179938779914944	5.497787143782138	281.5370081794394
464	31.	0.5	37.5	0.8	0.8	2.018628723723829	0	2.6179938779914944	6.283185307179586	281.5370081794394
465	31.	0.5	37.5	0.8	0.8	2.018628723723829	0	3.141592653589793	0.7853981633974483	281.35144354571275
466	31.	0.5	37.5	0.8	0.8	2.018628723723829	0	3.141592653589793	1.5707963267948966	281.35144354571275
467	31.	0.5	37.5	0.8	0.8	2.018628723723829	0	3.141592653589793	2.356194490192345	281.35144354571275
468	31.	0.5	37.5	0.8	0.8	2.018628723723829	0	3.141592653589793	3.141592653589793	281.35144354571275
469	31.	0.5	37.5	0.8	0.8	2.018628723723829	0	3.141592653589793	3.9269908169872414	281.35144354571275
470	31.	0.5	37.5	0.8	0.8	2.018628723723829	0	3.141592653589793	4.71238898038469	281.35144354571275
471	31.	0.5	37.5	0.8	0.8	2.018628723723829	0	3.141592653589793	5.497787143782138	281.35144354571275
472	31.	0.5	37.5	0.8	0.8	2.018628723723829	0	3.141592653589793	6.283185307179586	281.35144354571275
473	31.	0.5	37.5	0.8	0.8	2.6179938779914944	0	0.5235987755982988	0.7853981633974483	289.5112014112897
474	31.	0.5	37.5	0.8	0.8	2.6179938779914944	0	0.5235987755982988	1.5707963267948966	289.5112014112897
475	31.	0.5	37.5	0.8	0.8	2.6179938779914944	0	0.5235987755982988	2.356194490192345	289.5112014112897
476	31.	0.5	37.5	0.8	0.8	2.6179938779914944	0	0.5235987755982988	3.141592653589793	289.5112014112897
477	31.	0.5	37.5	0.8	0.8	2.6179938779914944	0	0.5235987755982988	3.9269908169872414	289.5112014112897
478	31.	0.5	37.5	0.8	0.8	2.6179938779914944	0	0.5235987755982988	4.71238898038469	289.5112014112897
479	31.	0.5	37.5	0.8	0.8	2.6179938779914944	0	0.5235987755982988	5.497787143782138	289.5112014112897
480	31.	0.5	37.5	0.8	0.8	2.6179938779914944	0	0.5235987755982988	6.283185307179586	289.5112014112897
481	31.	0.5	37.5	0.8	0.8	2.6179938779914944	0	1.1229639298659642	0.7853981633974483	283.0257286500913
482	31.	0.5	37.5	0.8	0.8	2.6179938779914944	0	1.1229639298659642	1.5707963267948966	283.0257286500913
483	31.	0.5	37.5	0.8	0.8	2.6179938779914944	0	1.1229639298659642	2.356194490192345	283.0257286500913
484	31.	0.5	37.5	0.8	0.8	2.6179938779914944	0	1.1229639298659642	3.141592653589793	283.0257286500913
485	31.	0.5	37.5	0.8	0.8	2.6179938779914944	0	1.1229639298659642	3.9269908169872414	283.0257286500913
486	31.	0.5	37.5	0.8	0.8	2.6179938779914944	0	1.1229639298659642	4.71238898038469	283.0257286500913
487	31.	0.5	37.5	0.8	0.8	2.6179938779914944	0	1.1229639298659642	5.497787143782138	283.0257286500913
488	31.	0.5	37.5	0.8	0.8	2.6179938779914944	0	1.1229639298659642	6.283185307179586	283.0257286500913
489	31.	0.5	37.5	0.8	0.8	2.6179938779914944	0	1.5707963267948966	0.7853981633974483	277.35506015645353
